REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2022/01/01 09:55:00,5665.82,23.62,TRADE
QLD1,2022/01/01 10:00:00,5624.39,19.10,TRADE
QLD1,2022/01/01 10:05:00,5563.78,18.62,TRADE
QLD1,2022/01/01 10:10:00,5484.1,17.61,TRADE
QLD1,2022/01/01 10:15:00,5557.53,18.36,TRADE
QLD1,2022/01/01 10:20:00,5542.56,19.81,TRADE
QLD1,2022/01/01 10:25:00,5591.62,26.04,TRADE
QLD1,2022/01/01 10:30:00,5584.53,25.88,TRADE
QLD1,2022/01/01 10:35:00,5699.08,67.73,TRADE
QLD1,2022/01/01 10:40:00,5727.37,46.50,TRADE
QLD1,2022/01/01 10:45:00,5738.69,46.74,TRADE
QLD1,2022/01/01 10:50:00,5761.63,46.98,TRADE
QLD1,2022/01/01 10:55:00,5771.49,68.21,TRADE
QLD1,2022/01/01 11:00:00,5850.16,97.86,TRADE
QLD1,2022/01/01 11:05:00,5898.03,91.20,TRADE
QLD1,2022/01/01 11:10:00,5937.52,88.17,TRADE
QLD1,2022/01/01 11:15:00,5891.97,56.73,TRADE
QLD1,2022/01/01 11:20:00,5786.86,58.54,TRADE
QLD1,2022/01/01 11:25:00,5778.3,63.56,TRADE
QLD1,2022/01/01 11:30:00,5769.62,55.08,TRADE
QLD1,2022/01/01 11:35:00,5699.81,58.22,TRADE
QLD1,2022/01/01 11:40:00,5781.35,64.69,TRADE
QLD1,2022/01/01 11:45:00,5863.08,67.73,TRADE
QLD1,2022/01/01 11:50:00,5803.62,64.64,TRADE
QLD1,2022/01/01 11:55:00,5853.77,67.73,TRADE
QLD1,2022/01/01 12:00:00,5834.3,91.20,TRADE
QLD1,2022/01/01 12:05:00,5820.25,80.58,TRADE
QLD1,2022/01/01 12:10:00,5799.57,71.16,TRADE
QLD1,2022/01/01 12:15:00,5786.98,91.10,TRADE
QLD1,2022/01/01 12:20:00,5775.97,78.97,TRADE
QLD1,2022/01/01 12:25:00,5694.33,68.21,TRADE
QLD1,2022/01/01 12:30:00,5694.72,57.82,TRADE
QLD1,2022/01/01 12:35:00,5697.96,68.21,TRADE
QLD1,2022/01/01 12:40:00,5626.81,67.73,TRADE
QLD1,2022/01/01 12:45:00,5593.89,67.73,TRADE
QLD1,2022/01/01 12:50:00,5546.42,55.78,TRADE
QLD1,2022/01/01 12:55:00,5512.61,56.17,TRADE
QLD1,2022/01/01 13:00:00,5476.08,67.73,TRADE
QLD1,2022/01/01 13:05:00,5535.71,56.40,TRADE
QLD1,2022/01/01 13:10:00,5620.59,67.73,TRADE
QLD1,2022/01/01 13:15:00,5612.03,67.73,TRADE
QLD1,2022/01/01 13:20:00,5588.66,64.05,TRADE
QLD1,2022/01/01 13:25:00,5540.98,91.10,TRADE
QLD1,2022/01/01 13:30:00,5595.22,68.21,TRADE
QLD1,2022/01/01 13:35:00,5628.53,67.73,TRADE
QLD1,2022/01/01 13:40:00,5717.9,68.21,TRADE
QLD1,2022/01/01 13:45:00,5752.08,103.18,TRADE
QLD1,2022/01/01 13:50:00,5683.71,67.73,TRADE
QLD1,2022/01/01 13:55:00,5775.03,118.46,TRADE
QLD1,2022/01/01 14:00:00,5740.21,95.33,TRADE
QLD1,2022/01/01 14:05:00,5865.07,72.12,TRADE
QLD1,2022/01/01 14:10:00,5863.85,64.91,TRADE
QLD1,2022/01/01 14:15:00,5966.73,67.73,TRADE
QLD1,2022/01/01 14:20:00,5973.06,96.68,TRADE
QLD1,2022/01/01 14:25:00,6038.34,118.73,TRADE
QLD1,2022/01/01 14:30:00,5971.35,100.46,TRADE
QLD1,2022/01/01 14:35:00,6007.67,91.10,TRADE
QLD1,2022/01/01 14:40:00,6050.54,101.28,TRADE
QLD1,2022/01/01 14:45:00,5999.51,67.73,TRADE
QLD1,2022/01/01 14:50:00,6023.25,67.73,TRADE
QLD1,2022/01/01 14:55:00,6060.9,72.27,TRADE
QLD1,2022/01/01 15:00:00,6082.15,91.20,TRADE
QLD1,2022/01/01 15:05:00,6016.33,68.03,TRADE
QLD1,2022/01/01 15:10:00,5915.37,91.10,TRADE
QLD1,2022/01/01 15:15:00,5949.6,117.16,TRADE
QLD1,2022/01/01 15:20:00,5980.21,117.17,TRADE
QLD1,2022/01/01 15:25:00,5964.08,67.73,TRADE
QLD1,2022/01/01 15:30:00,6072.52,93.42,TRADE
QLD1,2022/01/01 15:35:00,6072.52,109.10,TRADE
QLD1,2022/01/01 15:40:00,6076.65,91.20,TRADE
QLD1,2022/01/01 15:45:00,6109.56,101.68,TRADE
QLD1,2022/01/01 15:50:00,6147.74,118.73,TRADE
QLD1,2022/01/01 15:55:00,6147.32,109.20,TRADE
QLD1,2022/01/01 16:00:00,6158.78,83.11,TRADE
QLD1,2022/01/01 16:05:00,6133.93,60.81,TRADE
QLD1,2022/01/01 16:10:00,6213.43,66.96,TRADE
QLD1,2022/01/01 16:15:00,6216.26,60.35,TRADE
QLD1,2022/01/01 16:20:00,6217.87,67.73,TRADE
QLD1,2022/01/01 16:25:00,6243.33,67.73,TRADE
QLD1,2022/01/01 16:30:00,6392.63,82.83,TRADE
QLD1,2022/01/01 16:35:00,6349.83,66.08,TRADE
QLD1,2022/01/01 16:40:00,6478.75,67.73,TRADE
QLD1,2022/01/01 16:45:00,6428.93,68.21,TRADE
QLD1,2022/01/01 16:50:00,6490.42,64.49,TRADE
QLD1,2022/01/01 16:55:00,6493.91,67.73,TRADE
QLD1,2022/01/01 17:00:00,6571.6,68.21,TRADE
QLD1,2022/01/01 17:05:00,6639.57,65.22,TRADE
QLD1,2022/01/01 17:10:00,6574.45,64.08,TRADE
QLD1,2022/01/01 17:15:00,6571.29,64.16,TRADE
QLD1,2022/01/01 17:20:00,6640.45,68.76,TRADE
QLD1,2022/01/01 17:25:00,6624.83,68.21,TRADE
QLD1,2022/01/01 17:30:00,6689.12,84.13,TRADE
QLD1,2022/01/01 17:35:00,6760.16,69.30,TRADE
QLD1,2022/01/01 17:40:00,6832.29,91.10,TRADE
QLD1,2022/01/01 17:45:00,6851.43,70.34,TRADE
QLD1,2022/01/01 17:50:00,6870.08,83,TRADE
QLD1,2022/01/01 17:55:00,6878.93,91.20,TRADE
QLD1,2022/01/01 18:00:00,6869.95,91.10,TRADE
QLD1,2022/01/01 18:05:00,6875.77,91.20,TRADE
QLD1,2022/01/01 18:10:00,6887.22,110,TRADE
QLD1,2022/01/01 18:15:00,6955.23,120,TRADE
QLD1,2022/01/01 18:20:00,6918.14,118.73,TRADE
QLD1,2022/01/01 18:25:00,6976.53,119.20,TRADE
QLD1,2022/01/01 18:30:00,7054.68,119.20,TRADE
QLD1,2022/01/01 18:35:00,7072.36,123.31,TRADE
QLD1,2022/01/01 18:40:00,7155.35,127.47,TRADE
QLD1,2022/01/01 18:45:00,7125.47,119.20,TRADE
QLD1,2022/01/01 18:50:00,7036.53,119.20,TRADE
QLD1,2022/01/01 18:55:00,7090.81,119.20,TRADE
QLD1,2022/01/01 19:00:00,7145.37,119.10,TRADE
QLD1,2022/01/01 19:05:00,7182.47,120,TRADE
QLD1,2022/01/01 19:10:00,7211.01,119.20,TRADE
QLD1,2022/01/01 19:15:00,7187.74,119.20,TRADE
QLD1,2022/01/01 19:20:00,7195.94,118.73,TRADE
QLD1,2022/01/01 19:25:00,7135.18,118.73,TRADE
QLD1,2022/01/01 19:30:00,7097.23,113.44,TRADE
QLD1,2022/01/01 19:35:00,7130.08,120,TRADE
QLD1,2022/01/01 19:40:00,7183.2,120,TRADE
QLD1,2022/01/01 19:45:00,7137.91,120,TRADE
QLD1,2022/01/01 19:50:00,7142.23,119.20,TRADE
QLD1,2022/01/01 19:55:00,7087.12,118.73,TRADE
QLD1,2022/01/01 20:00:00,7017.28,118.73,TRADE
QLD1,2022/01/01 20:05:00,7040.96,118.73,TRADE
QLD1,2022/01/01 20:10:00,7019.1,118.73,TRADE
QLD1,2022/01/01 20:15:00,7008.98,110,TRADE
QLD1,2022/01/01 20:20:00,6952.74,110.39,TRADE
QLD1,2022/01/01 20:25:00,6974.45,110,TRADE
QLD1,2022/01/01 20:30:00,6905.45,109.20,TRADE
QLD1,2022/01/01 20:35:00,6799.39,109.10,TRADE
QLD1,2022/01/01 20:40:00,6797.1,109.10,TRADE
QLD1,2022/01/01 20:45:00,6855.19,115.99,TRADE
QLD1,2022/01/01 20:50:00,6869.81,109.20,TRADE
QLD1,2022/01/01 20:55:00,6715.35,99.20,TRADE
QLD1,2022/01/01 21:00:00,6720.32,99.20,TRADE
QLD1,2022/01/01 21:05:00,6631.15,99.20,TRADE
QLD1,2022/01/01 21:10:00,6657.76,109.20,TRADE
QLD1,2022/01/01 21:15:00,6657.44,99.20,TRADE
QLD1,2022/01/01 21:20:00,6646.39,98.47,TRADE
QLD1,2022/01/01 21:25:00,6633.67,91.20,TRADE
QLD1,2022/01/01 21:30:00,6572.32,84,TRADE
QLD1,2022/01/01 21:35:00,6550.05,91.10,TRADE
QLD1,2022/01/01 21:40:00,6538.77,98.19,TRADE
QLD1,2022/01/01 21:45:00,6510.01,91.20,TRADE
QLD1,2022/01/01 21:50:00,6473.89,91.20,TRADE
QLD1,2022/01/01 21:55:00,6480.76,91.20,TRADE
QLD1,2022/01/01 22:00:00,6413.08,109.10,TRADE
QLD1,2022/01/01 22:05:00,6394.17,109.20,TRADE
QLD1,2022/01/01 22:10:00,6438.34,110.17,TRADE
QLD1,2022/01/01 22:15:00,6425.87,110.16,TRADE
QLD1,2022/01/01 22:20:00,6381.48,89.08,TRADE
QLD1,2022/01/01 22:25:00,6347.4,109.20,TRADE
QLD1,2022/01/01 22:30:00,6388.31,112.26,TRADE
QLD1,2022/01/01 22:35:00,6402.38,109.20,TRADE
QLD1,2022/01/01 22:40:00,6273.7,109.20,TRADE
QLD1,2022/01/01 22:45:00,6274.37,110,TRADE
QLD1,2022/01/01 22:50:00,6226.3,91.10,TRADE
QLD1,2022/01/01 22:55:00,6251.95,109.20,TRADE
QLD1,2022/01/01 23:00:00,6209.51,109.10,TRADE
QLD1,2022/01/01 23:05:00,6125.5,91.10,TRADE
QLD1,2022/01/01 23:10:00,6079.66,91.20,TRADE
QLD1,2022/01/01 23:15:00,6112.69,109.15,TRADE
QLD1,2022/01/01 23:20:00,6034.41,91.20,TRADE
QLD1,2022/01/01 23:25:00,6049.6,91.20,TRADE
QLD1,2022/01/01 23:30:00,6032.56,91.20,TRADE
QLD1,2022/01/01 23:35:00,6053.58,115.99,TRADE
QLD1,2022/01/01 23:40:00,6019.16,109.10,TRADE
QLD1,2022/01/01 23:45:00,6008.78,109.10,TRADE
QLD1,2022/01/01 23:50:00,5962.07,101.73,TRADE
QLD1,2022/01/01 23:55:00,5922.91,91.20,TRADE
QLD1,2022/01/02 00:00:00,5879.14,98.77,TRADE
QLD1,2022/01/02 00:05:00,5885.9,115.24,TRADE
QLD1,2022/01/02 00:10:00,5874.9,109.76,TRADE
QLD1,2022/01/02 00:15:00,5836.52,91.10,TRADE
QLD1,2022/01/02 00:20:00,5765.27,83.08,TRADE
QLD1,2022/01/02 00:25:00,5767.74,91.04,TRADE
QLD1,2022/01/02 00:30:00,5677.29,89.74,TRADE
QLD1,2022/01/02 00:35:00,5696.27,108.62,TRADE
QLD1,2022/01/02 00:40:00,5685.86,98.32,TRADE
QLD1,2022/01/02 00:45:00,5673.59,107.48,TRADE
QLD1,2022/01/02 00:50:00,5704.56,100.83,TRADE
QLD1,2022/01/02 00:55:00,5680.46,91.20,TRADE
QLD1,2022/01/02 01:00:00,5611.33,91.20,TRADE
QLD1,2022/01/02 01:05:00,5623.27,119.10,TRADE
QLD1,2022/01/02 01:10:00,5627.99,118.73,TRADE
QLD1,2022/01/02 01:15:00,5558.46,109.20,TRADE
QLD1,2022/01/02 01:20:00,5574.76,109.32,TRADE
QLD1,2022/01/02 01:25:00,5546.51,109.20,TRADE
QLD1,2022/01/02 01:30:00,5541.85,109.20,TRADE
QLD1,2022/01/02 01:35:00,5572.63,110.03,TRADE
QLD1,2022/01/02 01:40:00,5546.36,102.26,TRADE
QLD1,2022/01/02 01:45:00,5519.41,103.68,TRADE
QLD1,2022/01/02 01:50:00,5541.44,91.20,TRADE
QLD1,2022/01/02 01:55:00,5499.14,88.33,TRADE
QLD1,2022/01/02 02:00:00,5555.17,89.57,TRADE
QLD1,2022/01/02 02:05:00,5432.63,91.20,TRADE
QLD1,2022/01/02 02:10:00,5488.24,105.91,TRADE
QLD1,2022/01/02 02:15:00,5434.58,91.21,TRADE
QLD1,2022/01/02 02:20:00,5500.22,91.21,TRADE
QLD1,2022/01/02 02:25:00,5465.04,91.20,TRADE
QLD1,2022/01/02 02:30:00,5401.02,91.20,TRADE
QLD1,2022/01/02 02:35:00,5434.53,91.20,TRADE
QLD1,2022/01/02 02:40:00,5415.68,107.43,TRADE
QLD1,2022/01/02 02:45:00,5355.97,106.69,TRADE
QLD1,2022/01/02 02:50:00,5443.48,109.10,TRADE
QLD1,2022/01/02 02:55:00,5463.43,109.10,TRADE
QLD1,2022/01/02 03:00:00,5393.16,106.76,TRADE
QLD1,2022/01/02 03:05:00,5428.48,109.10,TRADE
QLD1,2022/01/02 03:10:00,5429.34,109.20,TRADE
QLD1,2022/01/02 03:15:00,5396.75,109.10,TRADE
QLD1,2022/01/02 03:20:00,5409.74,109.20,TRADE
QLD1,2022/01/02 03:25:00,5453.43,111.23,TRADE
QLD1,2022/01/02 03:30:00,5429.4,109.20,TRADE
QLD1,2022/01/02 03:35:00,5441.25,109.20,TRADE
QLD1,2022/01/02 03:40:00,5380.12,108.86,TRADE
QLD1,2022/01/02 03:45:00,5418.92,109.20,TRADE
QLD1,2022/01/02 03:50:00,5391.27,109.20,TRADE
QLD1,2022/01/02 03:55:00,5401.74,109.20,TRADE
QLD1,2022/01/02 04:00:00,5383.29,109.20,TRADE
QLD1,2022/01/02 04:05:00,5381.78,91.20,TRADE
QLD1,2022/01/02 04:10:00,5382.85,109.10,TRADE
QLD1,2022/01/02 04:15:00,5395.37,109.20,TRADE
QLD1,2022/01/02 04:20:00,5371.48,91.10,TRADE
QLD1,2022/01/02 04:25:00,5342.92,88.11,TRADE
QLD1,2022/01/02 04:30:00,5346.34,88.10,TRADE
QLD1,2022/01/02 04:35:00,5349.05,88.29,TRADE
QLD1,2022/01/02 04:40:00,5346.41,88.29,TRADE
QLD1,2022/01/02 04:45:00,5386.57,91.10,TRADE
QLD1,2022/01/02 04:50:00,5339.95,88.10,TRADE
QLD1,2022/01/02 04:55:00,5373.75,88.72,TRADE
QLD1,2022/01/02 05:00:00,5334.68,91.20,TRADE
QLD1,2022/01/02 05:05:00,5387.07,118.73,TRADE
QLD1,2022/01/02 05:10:00,5395.7,118.73,TRADE
QLD1,2022/01/02 05:15:00,5353.4,109.10,TRADE
QLD1,2022/01/02 05:20:00,5367.43,109.20,TRADE
QLD1,2022/01/02 05:25:00,5334.48,91.20,TRADE
QLD1,2022/01/02 05:30:00,5340.16,91.20,TRADE
QLD1,2022/01/02 05:35:00,5318.78,91.20,TRADE
QLD1,2022/01/02 05:40:00,5305.94,69.27,TRADE
QLD1,2022/01/02 05:45:00,5304.66,68.77,TRADE
QLD1,2022/01/02 05:50:00,5226.1,68.10,TRADE
QLD1,2022/01/02 05:55:00,5178.01,67.73,TRADE
QLD1,2022/01/02 06:00:00,5175.98,67.73,TRADE
QLD1,2022/01/02 06:05:00,5171.89,67.73,TRADE
QLD1,2022/01/02 06:10:00,5124.52,68.10,TRADE
QLD1,2022/01/02 06:15:00,5055.2,67.73,TRADE
QLD1,2022/01/02 06:20:00,5107.36,66.83,TRADE
QLD1,2022/01/02 06:25:00,5051.42,59.19,TRADE
QLD1,2022/01/02 06:30:00,5034.26,23.62,TRADE
QLD1,2022/01/02 06:35:00,5023.18,57.47,TRADE
QLD1,2022/01/02 06:40:00,4998.25,53.36,TRADE
QLD1,2022/01/02 06:45:00,4933.79,18.24,TRADE
QLD1,2022/01/02 06:50:00,4977.71,40.41,TRADE
QLD1,2022/01/02 06:55:00,4933.76,40.36,TRADE
QLD1,2022/01/02 07:00:00,4953.13,23.62,TRADE
QLD1,2022/01/02 07:05:00,4962.43,39.83,TRADE
QLD1,2022/01/02 07:10:00,4960.61,47.68,TRADE
QLD1,2022/01/02 07:15:00,4885.68,29.44,TRADE
QLD1,2022/01/02 07:20:00,4950.87,46.29,TRADE
QLD1,2022/01/02 07:25:00,4886.39,16.14,TRADE
QLD1,2022/01/02 07:30:00,4853.53,15.54,TRADE
QLD1,2022/01/02 07:35:00,4844.21,15.46,TRADE
QLD1,2022/01/02 07:40:00,4788.59,15.67,TRADE
QLD1,2022/01/02 07:45:00,4723.56,15.47,TRADE
QLD1,2022/01/02 07:50:00,4723.49,15.27,TRADE
QLD1,2022/01/02 07:55:00,4683.27,15.14,TRADE
QLD1,2022/01/02 08:00:00,4730.54,15.17,TRADE
QLD1,2022/01/02 08:05:00,4736.61,15.21,TRADE
QLD1,2022/01/02 08:10:00,4781.05,39.20,TRADE
QLD1,2022/01/02 08:15:00,4845.93,31.93,TRADE
QLD1,2022/01/02 08:20:00,4786.37,26.93,TRADE
QLD1,2022/01/02 08:25:00,4777.62,23.62,TRADE
QLD1,2022/01/02 08:30:00,4822.08,18.30,TRADE
QLD1,2022/01/02 08:35:00,4818.89,20.69,TRADE
QLD1,2022/01/02 08:40:00,4867.37,25.33,TRADE
QLD1,2022/01/02 08:45:00,4901.3,23.62,TRADE
QLD1,2022/01/02 08:50:00,4903.31,23.62,TRADE
QLD1,2022/01/02 08:55:00,4973.14,27.02,TRADE
QLD1,2022/01/02 09:00:00,4993.52,18.30,TRADE
QLD1,2022/01/02 09:05:00,4979.6,17.84,TRADE
QLD1,2022/01/02 09:10:00,4956.49,14.41,TRADE
QLD1,2022/01/02 09:15:00,4954.63,17.05,TRADE
QLD1,2022/01/02 09:20:00,4925.4,17.13,TRADE
QLD1,2022/01/02 09:25:00,4914.43,15.87,TRADE
QLD1,2022/01/02 09:30:00,4860.3,13,TRADE
QLD1,2022/01/02 09:35:00,4822.35,16.59,TRADE
QLD1,2022/01/02 09:40:00,4778.27,13,TRADE
QLD1,2022/01/02 09:45:00,4849.49,14.37,TRADE
QLD1,2022/01/02 09:50:00,4835.27,16.75,TRADE
QLD1,2022/01/02 09:55:00,4837.01,16.76,TRADE
QLD1,2022/01/02 10:00:00,4892.71,17.15,TRADE
QLD1,2022/01/02 10:05:00,4847.79,39.41,TRADE
QLD1,2022/01/02 10:10:00,4885.56,18.30,TRADE
QLD1,2022/01/02 10:15:00,4863.37,18.29,TRADE
QLD1,2022/01/02 10:20:00,4908.75,17.56,TRADE
QLD1,2022/01/02 10:25:00,4975.38,17.71,TRADE
QLD1,2022/01/02 10:30:00,5019.65,23.62,TRADE
QLD1,2022/01/02 10:35:00,4985.8,34.97,TRADE
QLD1,2022/01/02 10:40:00,5089.61,50.97,TRADE
QLD1,2022/01/02 10:45:00,5160.98,67.73,TRADE
QLD1,2022/01/02 10:50:00,5180.5,48.12,TRADE
QLD1,2022/01/02 10:55:00,5115.84,40.07,TRADE
QLD1,2022/01/02 11:00:00,5194.47,72.95,TRADE
QLD1,2022/01/02 11:05:00,5178.93,70.23,TRADE
QLD1,2022/01/02 11:10:00,5233.98,67.73,TRADE
QLD1,2022/01/02 11:15:00,5270.17,67.73,TRADE
QLD1,2022/01/02 11:20:00,5235.94,67.73,TRADE
QLD1,2022/01/02 11:25:00,5300.77,67.73,TRADE
QLD1,2022/01/02 11:30:00,5292.08,73.35,TRADE
QLD1,2022/01/02 11:35:00,5299.32,71.84,TRADE
QLD1,2022/01/02 11:40:00,5305.11,73.89,TRADE
QLD1,2022/01/02 11:45:00,5324.09,52.52,TRADE
QLD1,2022/01/02 11:50:00,5430.19,57.24,TRADE
QLD1,2022/01/02 11:55:00,5337.87,46.88,TRADE
QLD1,2022/01/02 12:00:00,5341.25,50.01,TRADE
QLD1,2022/01/02 12:05:00,5302.04,49.13,TRADE
QLD1,2022/01/02 12:10:00,5291.94,50.78,TRADE
QLD1,2022/01/02 12:15:00,5318.46,60.44,TRADE
QLD1,2022/01/02 12:20:00,5386.16,29.51,TRADE
